Ticker,Last_Update,Earliest_Record,Name
VFIAX,,,
SPY,,,
VTSAX,,,
FXAIX,,,
IVV,,,
VSMPX,,,
VGTSX,,,
VITSX,,,
VTSMX,,,
VIIIX,,,
VTPSX,,,
VINIX,,,
VTBIX,,,
VBTLX,,,
FCNTX,,,
VWENX,,,
AGTHX,,,


